WorkOrderID,EvalQuestTxt,EvalQuestValTxt,LocationName,City,State,SignDate,JobID,JobCategoryID,ProgramType,CustomerName,PrimaryTechnicianID,DistrictName,WOStatusID,Revenue,Expense,GP,Column1
240301-170,Overall Performance Was:,,Publix Super Markets 1063,DALLAS,GA,2024-05-17 05:02:13,HXX1500,LRM,PBLM-I,Publix Super Markets,LClarke,District 4,POSTED,2200.37,-1784.44,415.93,
240425-139,Overall Performance Was:,,Publix Super Markets 1470,MINT HILL,NC,2024-05-17 05:16:30,SXX1023,LBR,LE,Publix Super Markets,TColeman,District 3,POSTED,657.49,-614.9,42.59,
240424-219,Did Contractors Employees Cooperate with You?,Yes,SAFEWAY 73,BALTIMORE,MD,2024-05-17 05:39:06,B240044,ERO,IG001,The InSite Group,TMWhite,,RVWBLL,0,-908.55,-908.55,
240424-219,Did Contractors Clean Up All Work Areas?,Yes,SAFEWAY 73,BALTIMORE,MD,2024-05-17 05:39:06,B240044,ERO,IG001,The InSite Group,TMWhite,,RVWBLL,0,-908.55,-908.55,
240424-219,Was Contractors Quality of Work Satisfactory?,Yes,SAFEWAY 73,BALTIMORE,MD,2024-05-17 05:39:06,B240044,ERO,IG001,The InSite Group,TMWhite,,RVWBLL,0,-908.55,-908.55,
240424-219,Overall Performance Was:,Excellent,SAFEWAY 73,BALTIMORE,MD,2024-05-17 05:39:06,B240044,ERO,IG001,The InSite Group,TMWhite,,RVWBLL,0,-908.55,-908.55,
240404-096,Did Contractors Clean Up All Work Areas?,Yes,THE HOME DEPOT 4608,FALLS CHURCH,VA,2024-05-17 05:45:56,B240055,ERO,HD476,HOME DEPOT USA,kmurphy,District 2,POSTED,39000,-13203.88,25796.12,
240404-096,Overall Performance Was:,Excellent,THE HOME DEPOT 4608,FALLS CHURCH,VA,2024-05-17 05:45:56,B240055,ERO,HD476,HOME DEPOT USA,kmurphy,District 2,POSTED,39000,-13203.88,25796.12,
240404-096,Was Contractors Quality of Work Satisfactory?,Yes,THE HOME DEPOT 4608,FALLS CHURCH,VA,2024-05-17 05:45:56,B240055,ERO,HD476,HOME DEPOT USA,kmurphy,District 2,POSTED,39000,-13203.88,25796.12,
240404-096,Did Contractors Employees Cooperate with You?,Yes,THE HOME DEPOT 4608,FALLS CHURCH,VA,2024-05-17 05:45:56,B240055,ERO,HD476,HOME DEPOT USA,kmurphy,District 2,POSTED,39000,-13203.88,25796.12,
240509-174,Overall Performance Was:,,Walmart Supercenter 1581,FARGO,ND,2024-05-17 05:46:53,EXX0021,ER1,SERVIC,WAL-MART STORES,,Resource 1,POSTED,462.5,-212.5,250,
240319-285,Did Contractors Employees Cooperate with You?,Yes,THE HOME DEPOT 1002,HUNTINGTON PK,CA,2024-05-17 05:56:33,B240049,ERO,HD471,HOME DEPOT USA,SLintjr,District 13,RVWBLL,0,-969.55,-969.55,
240319-285,Was Contractors Quality of Work Satisfactory?,Yes,THE HOME DEPOT 1002,HUNTINGTON PK,CA,2024-05-17 05:56:33,B240049,ERO,HD471,HOME DEPOT USA,SLintjr,District 13,RVWBLL,0,-969.55,-969.55,
240319-285,Overall Performance Was:,Excellent,THE HOME DEPOT 1002,HUNTINGTON PK,CA,2024-05-17 05:56:33,B240049,ERO,HD471,HOME DEPOT USA,SLintjr,District 13,RVWBLL,0,-969.55,-969.55,
240319-285,Did Contractors Clean Up All Work Areas?,Yes,THE HOME DEPOT 1002,HUNTINGTON PK,CA,2024-05-17 05:56:33,B240049,ERO,HD471,HOME DEPOT USA,SLintjr,District 13,RVWBLL,0,-969.55,-969.55,
240507-049,Did Contractors Employees Cooperate with You?,Yes,RaceTrac 2409,DULUTH,GA,2024-05-17 06:13:41,B240010,ERO,RT025,Racetrac Petroleum,JHarteau,District 4,RVWBLL,0,-1296.83,-1296.83,
240507-049,Overall Performance Was:,Excellent,RaceTrac 2409,DULUTH,GA,2024-05-17 06:13:41,B240010,ERO,RT025,Racetrac Petroleum,JHarteau,District 4,RVWBLL,0,-1296.83,-1296.83,
240507-049,Was Contractors Quality of Work Satisfactory?,Yes,RaceTrac 2409,DULUTH,GA,2024-05-17 06:13:41,B240010,ERO,RT025,Racetrac Petroleum,JHarteau,District 4,RVWBLL,0,-1296.83,-1296.83,
240507-049,Did Contractors Clean Up All Work Areas?,Yes,RaceTrac 2409,DULUTH,GA,2024-05-17 06:13:41,B240010,ERO,RT025,Racetrac Petroleum,JHarteau,District 4,RVWBLL,0,-1296.83,-1296.83,
240509-301,Overall Performance Was:,,Sams Club 4872,COLUMBIA,SC,2024-05-17 06:51:56,SXX0023,EBR,SERVIC,Sams Club,JAndujar,District 3,POSTED,541.4,-201.01,340.39,
240325-229,Overall Performance Was:,,LOWES 2503,ALTOONA,IA,2024-05-17 07:11:13,EXX1021,LR1,LE,LOWES COMPANIES,,District 8,POSTED,4717,-3426.63,1290.37,
240404-287,Overall Performance Was:,Excellent,THE HOME DEPOT 0404,MESA,AZ,2024-05-17 07:12:29,B240061,ERO,HD480,HOME DEPOT USA,MBarrows,District 13,RVWBLL,0,-513.14,-513.14,
240404-287,Was Contractors Quality of Work Satisfactory?,Yes,THE HOME DEPOT 0404,MESA,AZ,2024-05-17 07:12:29,B240061,ERO,HD480,HOME DEPOT USA,MBarrows,District 13,RVWBLL,0,-513.14,-513.14,
240404-287,Did Contractors Employees Cooperate with You?,Yes,THE HOME DEPOT 0404,MESA,AZ,2024-05-17 07:12:29,B240061,ERO,HD480,HOME DEPOT USA,MBarrows,District 13,RVWBLL,0,-513.14,-513.14,
240404-287,Did Contractors Clean Up All Work Areas?,Yes,THE HOME DEPOT 0404,MESA,AZ,2024-05-17 07:12:29,B240061,ERO,HD480,HOME DEPOT USA,MBarrows,District 13,RVWBLL,0,-513.14,-513.14,
240502-003,Overall Performance Was:,,LOWES 2336,Honolulu,HI,2024-05-17 07:24:58,EXX0025,ER1,SERVIC,LOWES COMPANIES,,Resource 1,POSTED,669.8,-549.74,120.06,
230717-064,Overall Performance Was:,,Best Buy 34,Bridgeton,MO,2024-05-17 07:27:20,EXX0021,ER1,SERVIC,Best Buy,,District 8,POSTED,576.76,-357,219.76,
240508-088,Overall Performance Was:,,LOWES 1669,Lansdale,PA,2024-05-17 07:32:27,SXX0022,EBR,LOWESE,LOWES COMPANIES,BGasper,District 2,POSTED,245,-150.15,94.85,
240505-060,Overall Performance Was:,,Publix Super Markets 1637,LEXINGTON,SC,2024-05-17 07:47:14,SXX1023,LBR,LI,Publix Super Markets,ZGreene,,POSTED,370.54,-184.66,185.88,
240510-174,Overall Performance Was:,,LOWES 1868,BLOOMSBURG,PA,2024-05-17 07:51:00,SXX0022,EBR,SERVIC,LOWES COMPANIES,BGasper,District 2,POSTED,700.42,-577.9,122.52,
240326-123,Overall Performance Was:,,Sams Club 6336,TEMPLE,TX,2024-05-17 07:55:41,B240028,ERO,DH014,DH PACE FACILITIES GROUP,TPetty,,POSTED,5950,-4051.52,1898.48,
240411-218,Did Contractors Clean Up All Work Areas?,Yes,Target 2184,Uniontown,PA,2024-05-17 08:17:48,B230099,ERO,TG081,Target,WKnight,District 2,RVWBLL,0,-2301.51,-2301.51,
240411-218,Did Contractors Employees Cooperate with You?,Yes,Target 2184,Uniontown,PA,2024-05-17 08:17:48,B230099,ERO,TG081,Target,WKnight,District 2,RVWBLL,0,-2301.51,-2301.51,
240411-218,Overall Performance Was:,Excellent,Target 2184,Uniontown,PA,2024-05-17 08:17:48,B230099,ERO,TG081,Target,WKnight,District 2,RVWBLL,0,-2301.51,-2301.51,
240411-218,Was Contractors Quality of Work Satisfactory?,Yes,Target 2184,Uniontown,PA,2024-05-17 08:17:48,B230099,ERO,TG081,Target,WKnight,District 2,RVWBLL,0,-2301.51,-2301.51,
230630-215,Was Contractors Quality of Work Satisfactory?,Yes,THE HOME DEPOT 3101,BILLINGS,MT,2024-05-17 08:31:03,B230016,ERO,HD444,HOME DEPOT USA,DHunsaker,Resource 1,RVWBLL,0,-1776.76,-1776.76,
230630-215,Did Contractors Employees Cooperate with You?,Yes,THE HOME DEPOT 3101,BILLINGS,MT,2024-05-17 08:31:03,B230016,ERO,HD444,HOME DEPOT USA,DHunsaker,Resource 1,RVWBLL,0,-1776.76,-1776.76,
230630-215,Did Contractors Clean Up All Work Areas?,Yes,THE HOME DEPOT 3101,BILLINGS,MT,2024-05-17 08:31:03,B230016,ERO,HD444,HOME DEPOT USA,DHunsaker,Resource 1,RVWBLL,0,-1776.76,-1776.76,
230630-215,Overall Performance Was:,Excellent,THE HOME DEPOT 3101,BILLINGS,MT,2024-05-17 08:31:03,B230016,ERO,HD444,HOME DEPOT USA,DHunsaker,Resource 1,RVWBLL,0,-1776.76,-1776.76,
240319-464,Did Contractors Employees Cooperate with You?,Yes,THE HOME DEPOT 0368,Marrero,LA,2024-05-17 08:41:01,B240049,ERO,HD471,HOME DEPOT USA,JAThomas,District 9,RVWBLL,0,-731.24,-731.24,
240319-464,Overall Performance Was:,Excellent,THE HOME DEPOT 0368,Marrero,LA,2024-05-17 08:41:01,B240049,ERO,HD471,HOME DEPOT USA,JAThomas,District 9,RVWBLL,0,-731.24,-731.24,
240319-464,Did Contractors Clean Up All Work Areas?,Yes,THE HOME DEPOT 0368,Marrero,LA,2024-05-17 08:41:01,B240049,ERO,HD471,HOME DEPOT USA,JAThomas,District 9,RVWBLL,0,-731.24,-731.24,
240319-464,Was Contractors Quality of Work Satisfactory?,Yes,THE HOME DEPOT 0368,Marrero,LA,2024-05-17 08:41:01,B240049,ERO,HD471,HOME DEPOT USA,JAThomas,District 9,RVWBLL,0,-731.24,-731.24,
240513-187,Was Contractors Quality of Work Satisfactory?,Yes,THE HOME DEPOT 4709,Puyallup,WA,2024-05-17 09:01:17,SXX0025,EBR,SERVIC,HOME DEPOT USA,PYusyavich,District 11,POSTED,977.01,-948.27,28.74,
240513-187,Did Contractors Employees Cooperate with You?,Yes,THE HOME DEPOT 4709,Puyallup,WA,2024-05-17 09:01:17,SXX0025,EBR,SERVIC,HOME DEPOT USA,PYusyavich,District 11,POSTED,977.01,-948.27,28.74,
240513-187,Did Contractors Clean Up All Work Areas?,Yes,THE HOME DEPOT 4709,Puyallup,WA,2024-05-17 09:01:17,SXX0025,EBR,SERVIC,HOME DEPOT USA,PYusyavich,District 11,POSTED,977.01,-948.27,28.74,
240513-187,Overall Performance Was:,Excellent,THE HOME DEPOT 4709,Puyallup,WA,2024-05-17 09:01:17,SXX0025,EBR,SERVIC,HOME DEPOT USA,PYusyavich,District 11,POSTED,977.01,-948.27,28.74,
240510-109,Did Contractors Employees Cooperate with You?,Yes,THE HOME DEPOT 0922,TOTOWA,NJ,2024-05-17 09:25:36,B240020,ERO,HD467,HOME DEPOT USA,CHolzmann,District 1,RVWBLL,0,-1047.68,-1047.68,
240510-109,Overall Performance Was:,Excellent,THE HOME DEPOT 0922,TOTOWA,NJ,2024-05-17 09:25:36,B240020,ERO,HD467,HOME DEPOT USA,CHolzmann,District 1,RVWBLL,0,-1047.68,-1047.68,
240510-109,Did Contractors Clean Up All Work Areas?,Yes,THE HOME DEPOT 0922,TOTOWA,NJ,2024-05-17 09:25:36,B240020,ERO,HD467,HOME DEPOT USA,CHolzmann,District 1,RVWBLL,0,-1047.68,-1047.68,
240510-109,Was Contractors Quality of Work Satisfactory?,Yes,THE HOME DEPOT 0922,TOTOWA,NJ,2024-05-17 09:25:36,B240020,ERO,HD467,HOME DEPOT USA,CHolzmann,District 1,RVWBLL,0,-1047.68,-1047.68,
240319-353,Did Contractors Clean Up All Work Areas?,Yes,THE HOME DEPOT 6376,PORT ST LUCIE,FL,2024-05-17 09:35:37,B240049,ERO,HD471,HOME DEPOT USA,JMejia,District 6,HDRDIS,0,-1222.24,-1222.24,
240319-353,Overall Performance Was:,Excellent,THE HOME DEPOT 6376,PORT ST LUCIE,FL,2024-05-17 09:35:37,B240049,ERO,HD471,HOME DEPOT USA,JMejia,District 6,HDRDIS,0,-1222.24,-1222.24,
240319-353,Was Contractors Quality of Work Satisfactory?,Yes,THE HOME DEPOT 6376,PORT ST LUCIE,FL,2024-05-17 09:35:37,B240049,ERO,HD471,HOME DEPOT USA,JMejia,District 6,HDRDIS,0,-1222.24,-1222.24,
240319-353,Did Contractors Employees Cooperate with You?,Yes,THE HOME DEPOT 6376,PORT ST LUCIE,FL,2024-05-17 09:35:37,B240049,ERO,HD471,HOME DEPOT USA,JMejia,District 6,HDRDIS,0,-1222.24,-1222.24,
240515-029,Overall Performance Was:,,Publix Super Markets 1010,ATLANTA,GA,2024-05-17 09:48:23,SXX1023,LBR,CASE,Publix Super Markets,APhillip,District 4,POSTED,656.77,-282.88,373.89,
240220-145,Overall Performance Was:,,Best Buy 441,NORTH ATTLEBORO,MA,2024-05-17 09:52:11,B240047,ERO,BB139,GROOM CONSTRUCTION,Misc Elect,District 1,POSTED,1024.91,0,1024.91,
240220-146,Overall Performance Was:,,Best Buy 484,MANCHESTER,CT,2024-05-17 09:54:23,B240047,ERO,BB139,GROOM CONSTRUCTION,Misc Elect,District 1,POSTED,864.91,-510,354.91,
240514-132,Overall Performance Was:,,Publix Super Markets 1210,FLEMING ISLE,FL,2024-05-17 09:54:38,SXX1020,LBR,CASE,Publix Super Markets,TLanouette,District 5,POSTED,300.86,-93.84,207.02,
240319-465,Was Contractors Quality of Work Satisfactory?,Yes,THE HOME DEPOT 0565,PASADENA,TX,2024-05-17 10:04:06,B240049,ERO,HD471,HOME DEPOT USA,SBPatterso,District 10,RVWBLL,0,-518.5,-518.5,
240319-465,Did Contractors Clean Up All Work Areas?,Yes,THE HOME DEPOT 0565,PASADENA,TX,2024-05-17 10:04:06,B240049,ERO,HD471,HOME DEPOT USA,SBPatterso,District 10,RVWBLL,0,-518.5,-518.5,
240319-465,Did Contractors Employees Cooperate with You?,Yes,THE HOME DEPOT 0565,PASADENA,TX,2024-05-17 10:04:06,B240049,ERO,HD471,HOME DEPOT USA,SBPatterso,District 10,RVWBLL,0,-518.5,-518.5,
240319-465,Overall Performance Was:,Excellent,THE HOME DEPOT 0565,PASADENA,TX,2024-05-17 10:04:06,B240049,ERO,HD471,HOME DEPOT USA,SBPatterso,District 10,RVWBLL,0,-518.5,-518.5,
240415-242,Overall Performance Was:,,Bank of America NC3-141,BELMONT,NC,2024-05-17 10:06:44,SXX1023,LBR,LE,CREE LIGHTING,ZGreene,District 3,POSTED,1078,-149.09,928.91,
240301-274,Was Contractors Quality of Work Satisfactory?,Yes,Publix Super Markets 1660,JACKSONVILLE,NC,2024-05-17 10:08:28,HXX1500,LRM,PBLM-I,Publix Super Markets,SDorman,District 3,POSTED,1195.37,-1077.51,117.86,
240301-274,Did Contractors Clean Up All Work Areas?,Yes,Publix Super Markets 1660,JACKSONVILLE,NC,2024-05-17 10:08:28,HXX1500,LRM,PBLM-I,Publix Super Markets,SDorman,District 3,POSTED,1195.37,-1077.51,117.86,
240301-274,Did Contractors Employees Cooperate with You?,Yes,Publix Super Markets 1660,JACKSONVILLE,NC,2024-05-17 10:08:28,HXX1500,LRM,PBLM-I,Publix Super Markets,SDorman,District 3,POSTED,1195.37,-1077.51,117.86,
240301-274,Overall Performance Was:,Excellent,Publix Super Markets 1660,JACKSONVILLE,NC,2024-05-17 10:08:28,HXX1500,LRM,PBLM-I,Publix Super Markets,SDorman,District 3,POSTED,1195.37,-1077.51,117.86,
240513-102,Did Contractors Employees Cooperate with You?,Yes,THE HOME DEPOT 0984,NEWTON,NJ,2024-05-17 10:08:30,SXX0022,EBR,SERVIC,HOME DEPOT USA,DCBino,District 1,POSTED,223,-311.62,-88.62,
240513-102,Overall Performance Was:,Excellent,THE HOME DEPOT 0984,NEWTON,NJ,2024-05-17 10:08:30,SXX0022,EBR,SERVIC,HOME DEPOT USA,DCBino,District 1,POSTED,223,-311.62,-88.62,
240513-102,Did Contractors Clean Up All Work Areas?,Yes,THE HOME DEPOT 0984,NEWTON,NJ,2024-05-17 10:08:30,SXX0022,EBR,SERVIC,HOME DEPOT USA,DCBino,District 1,POSTED,223,-311.62,-88.62,
240513-102,Was Contractors Quality of Work Satisfactory?,Yes,THE HOME DEPOT 0984,NEWTON,NJ,2024-05-17 10:08:30,SXX0022,EBR,SERVIC,HOME DEPOT USA,DCBino,District 1,POSTED,223,-311.62,-88.62,
240515-183,Overall Performance Was:,,LOWES 1501,LOGAN,UT,2024-05-17 10:18:28,SXX0025,EBR,SERVIC,LOWES COMPANIES,DPierce,District 11,POSTED,127.05,-109.95,17.1,
240501-001,Overall Performance Was:,,Costco,STOCKTON,CA,2024-05-17 10:20:19,N240003,LRO,AE005,American Eagle Solutions,GContreras,,POSTED,5652.72,-2754.1,2898.62,
240216-122,Was Contractors Quality of Work Satisfactory?,Yes,Bank of America NC7-245,GREENVILLE,NC,2024-05-17 10:20:53,HXX1600,LRM,GMRSGN,JLL / Bank of America,gmclaughli,District 3,POSTED,3248.82,-2926.77,322.05,
240216-122,Overall Performance Was:,Excellent,Bank of America NC7-245,GREENVILLE,NC,2024-05-17 10:20:53,HXX1600,LRM,GMRSGN,JLL / Bank of America,gmclaughli,District 3,POSTED,3248.82,-2926.77,322.05,
240216-122,Did Contractors Clean Up All Work Areas?,Yes,Bank of America NC7-245,GREENVILLE,NC,2024-05-17 10:20:53,HXX1600,LRM,GMRSGN,JLL / Bank of America,gmclaughli,District 3,POSTED,3248.82,-2926.77,322.05,
240216-122,Did Contractors Employees Cooperate with You?,Yes,Bank of America NC7-245,GREENVILLE,NC,2024-05-17 10:20:53,HXX1600,LRM,GMRSGN,JLL / Bank of America,gmclaughli,District 3,POSTED,3248.82,-2926.77,322.05,
240513-135,Was Contractors Quality of Work Satisfactory?,Yes,LOWES 2652,FERN PARK,FL,2024-05-17 10:21:07,B240013,ERO,RO260,LOWES COMPANIES,JuGonzalez,District 5,POSTED,11930,-2397.92,9532.08,
240513-135,Did Contractors Clean Up All Work Areas?,Yes,LOWES 2652,FERN PARK,FL,2024-05-17 10:21:07,B240013,ERO,RO260,LOWES COMPANIES,JuGonzalez,District 5,POSTED,11930,-2397.92,9532.08,
240513-135,Overall Performance Was:,Excellent,LOWES 2652,FERN PARK,FL,2024-05-17 10:21:07,B240013,ERO,RO260,LOWES COMPANIES,JuGonzalez,District 5,POSTED,11930,-2397.92,9532.08,
240513-135,Did Contractors Employees Cooperate with You?,Yes,LOWES 2652,FERN PARK,FL,2024-05-17 10:21:07,B240013,ERO,RO260,LOWES COMPANIES,JuGonzalez,District 5,POSTED,11930,-2397.92,9532.08,
240425-300,Overall Performance Was:,,Publix Super Markets 1490,CONCORD,NC,2024-05-17 10:22:10,HXX1500,LRM,PBLM-I,Publix Super Markets,TColeman,District 3,POSTED,1541.54,-398.55,1142.99,
240501-019,Overall Performance Was:,,"Meraqi Medical, Inc",FREMONT,CA,2024-05-17 10:22:42,N240003,LRO,AE005,American Eagle Solutions,GContreras,,POSTED,9026.78,-9198.62,-171.84,
240511-039,Overall Performance Was:,,Best Buy 1142,Chicago,IL,2024-05-17 10:38:06,EXX0021,ER1,SERVIC,Best Buy,,District 8,POSTED,455,-920,-465,
240404-095,Overall Performance Was:,Excellent,THE HOME DEPOT 1950,CHICAGO,IL,2024-05-17 10:40:36,B240055,ERO,HD476,HOME DEPOT USA,MSheridan,District 8,POSTED,39000,-15447,23553,
240404-095,Was Contractors Quality of Work Satisfactory?,Yes,THE HOME DEPOT 1950,CHICAGO,IL,2024-05-17 10:40:36,B240055,ERO,HD476,HOME DEPOT USA,MSheridan,District 8,POSTED,39000,-15447,23553,
240404-095,Did Contractors Employees Cooperate with You?,Yes,THE HOME DEPOT 1950,CHICAGO,IL,2024-05-17 10:40:36,B240055,ERO,HD476,HOME DEPOT USA,MSheridan,District 8,POSTED,39000,-15447,23553,
240404-095,Did Contractors Clean Up All Work Areas?,Yes,THE HOME DEPOT 1950,CHICAGO,IL,2024-05-17 10:40:36,B240055,ERO,HD476,HOME DEPOT USA,MSheridan,District 8,POSTED,39000,-15447,23553,
240415-213,Overall Performance Was:,,Bank of America GA8-043,ATHENS,GA,2024-05-17 10:53:52,SXX1023,LBR,LE,CREE LIGHTING,APuckett,District 4,POSTED,355,-131.81,223.19,
240426-056,Did Contractors Clean Up All Work Areas?,Yes,Shaws 3544,S PORTLAND,ME,2024-05-17 11:06:29,B240044,ERO,IG001,The InSite Group,lmurray,,RVWBLL,0,-838.24,-838.24,
240426-056,Overall Performance Was:,Excellent,Shaws 3544,S PORTLAND,ME,2024-05-17 11:06:29,B240044,ERO,IG001,The InSite Group,lmurray,,RVWBLL,0,-838.24,-838.24,
240426-056,Did Contractors Employees Cooperate with You?,Yes,Shaws 3544,S PORTLAND,ME,2024-05-17 11:06:29,B240044,ERO,IG001,The InSite Group,lmurray,,RVWBLL,0,-838.24,-838.24,
240426-056,Was Contractors Quality of Work Satisfactory?,Yes,Shaws 3544,S PORTLAND,ME,2024-05-17 11:06:29,B240044,ERO,IG001,The InSite Group,lmurray,,RVWBLL,0,-838.24,-838.24,
240219-131,Overall Performance Was:,,THE HOME DEPOT 6236,TRUMBULL,CT,2024-05-17 11:09:00,SXX0022,EBR,SERVIC,HOME DEPOT USA,RPriester,District 1,POSTED,507,-351.38,155.62,
240322-048,Overall Performance Was:,,THE HOME DEPOT 1106,LEXINGTON,SC,2024-05-17 11:25:07,HXX1200,LRM,HDE-R,HOME DEPOT USA,ZGreene,District 3,POSTED,1313.33,-1027.44,285.89,
240516-023,Did Contractors Employees Cooperate with You?,Yes,THE HOME DEPOT 6350,SAINT CLOUD,FL,2024-05-17 11:34:52,SXX0020,EBR,HDFER,HOME DEPOT USA,MEnz,District 5,POSTED,151.5,-105.7,45.8,
240516-023,Did Contractors Clean Up All Work Areas?,Yes,THE HOME DEPOT 6350,SAINT CLOUD,FL,2024-05-17 11:34:52,SXX0020,EBR,HDFER,HOME DEPOT USA,MEnz,District 5,POSTED,151.5,-105.7,45.8,
240516-023,Overall Performance Was:,Excellent,THE HOME DEPOT 6350,SAINT CLOUD,FL,2024-05-17 11:34:52,SXX0020,EBR,HDFER,HOME DEPOT USA,MEnz,District 5,POSTED,151.5,-105.7,45.8,
240516-023,Was Contractors Quality of Work Satisfactory?,Yes,THE HOME DEPOT 6350,SAINT CLOUD,FL,2024-05-17 11:34:52,SXX0020,EBR,HDFER,HOME DEPOT USA,MEnz,District 5,POSTED,151.5,-105.7,45.8,
240322-070,Overall Performance Was:,,THE HOME DEPOT 2813,Eagan,MN,2024-05-17 11:38:54,HXX1200,LRM,HDE-R,HOME DEPOT USA,KEhrich,District 8,POSTED,2052.57,-1112.39,940.18,
240417-058,Overall Performance Was:,,Bank of America FL6-738,HOLLYWOOD,FL,2024-05-17 11:41:42,HXX1600,LRM,GMRLE,JLL / Bank of America,JeSanchez,District 6,POSTED,257,-154.71,102.29,
240417-059,Overall Performance Was:,,Bank of America FL6-877,HOLLYWOOD,FL,2024-05-17 11:42:32,HXX1600,LRM,GMRLE,JLL / Bank of America,JeSanchez,District 6,POSTED,325,-198.36,126.64,
240418-334,Overall Performance Was:,,THE HOME DEPOT 4746,RICHLAND,WA,2024-05-17 11:47:12,SXX1025,LBR,LE,HOME DEPOT USA,VAnderson,District 11,POSTED,982.75,-1338.43,-355.68,
240513-018,Was Contractors Quality of Work Satisfactory?,Yes,Homegoods 1280174,Fort Myers,FL,2024-05-17 12:16:59,SXX0020,EBR,TJXUPS,"THE TJX COMPANIES, INC",AJTorres,,POSTED,219,-55.08,163.92,
240513-018,Did Contractors Employees Cooperate with You?,Yes,Homegoods 1280174,Fort Myers,FL,2024-05-17 12:16:59,SXX0020,EBR,TJXUPS,"THE TJX COMPANIES, INC",AJTorres,,POSTED,219,-55.08,163.92,
240513-018,Did Contractors Clean Up All Work Areas?,Yes,Homegoods 1280174,Fort Myers,FL,2024-05-17 12:16:59,SXX0020,EBR,TJXUPS,"THE TJX COMPANIES, INC",AJTorres,,POSTED,219,-55.08,163.92,
240513-018,Overall Performance Was:,Excellent,Homegoods 1280174,Fort Myers,FL,2024-05-17 12:16:59,SXX0020,EBR,TJXUPS,"THE TJX COMPANIES, INC",AJTorres,,POSTED,219,-55.08,163.92,
240508-210,Overall Performance Was:,,THE HOME DEPOT 0611,GARDENA,CA,2024-05-17 12:34:34,SXX0025,EBR,SERVIC,HOME DEPOT USA,SHernandez,District 13,POSTED,324.5,-388.24,-63.74,
240515-203,Did Contractors Employees Cooperate with You?,Yes,Publix Super Markets 0280,MARIETTA,GA,2024-05-17 12:34:49,SXX1023,LBR,CASE,Publix Super Markets,LWatson,,POSTED,228.66,-46.31,182.35,
240515-203,Did Contractors Clean Up All Work Areas?,Yes,Publix Super Markets 0280,MARIETTA,GA,2024-05-17 12:34:49,SXX1023,LBR,CASE,Publix Super Markets,LWatson,,POSTED,228.66,-46.31,182.35,
240515-203,Was Contractors Quality of Work Satisfactory?,Yes,Publix Super Markets 0280,MARIETTA,GA,2024-05-17 12:34:49,SXX1023,LBR,CASE,Publix Super Markets,LWatson,,POSTED,228.66,-46.31,182.35,
240515-203,Overall Performance Was:,Excellent,Publix Super Markets 0280,MARIETTA,GA,2024-05-17 12:34:49,SXX1023,LBR,CASE,Publix Super Markets,LWatson,,POSTED,228.66,-46.31,182.35,
240501-050,Was Contractors Quality of Work Satisfactory?,Yes,CSL Plasma 10161,FLINT,MI,2024-05-17 12:37:28,SXX1021,LBR,LI,EMCOR / CSL Plasma,TFarnum,District 7,HDPRTR,0,-209.06,-209.06,
240501-050,Overall Performance Was:,Excellent,CSL Plasma 10161,FLINT,MI,2024-05-17 12:37:28,SXX1021,LBR,LI,EMCOR / CSL Plasma,TFarnum,District 7,HDPRTR,0,-209.06,-209.06,
240501-050,Did Contractors Clean Up All Work Areas?,Yes,CSL Plasma 10161,FLINT,MI,2024-05-17 12:37:28,SXX1021,LBR,LI,EMCOR / CSL Plasma,TFarnum,District 7,HDPRTR,0,-209.06,-209.06,
240510-207,Overall Performance Was:,,THE HOME DEPOT 1122,MURRELLS INLT,SC,2024-05-17 12:44:44,SXX1023,LBR,LI,HOME DEPOT USA,gmclaughli,District 3,POSTED,468,-95.7,372.3,
240418-050,Overall Performance Was:,,Best Buy 1533,SAN DIEGO,CA,2024-05-17 13:04:37,B240031,ERO,BB137,Rapid Fix  Inc.,MARGarcia,District 13,POSTED,1919,-1705.23,213.77,
240514-229,Overall Performance Was:,,THE HOME DEPOT 2808,PLYMOUTH,MN,2024-05-17 13:06:28,SXX0021,EBR,SERVIC,HOME DEPOT USA,MMcintyre,District 8,CLOSED,0,-1.29,-1.29,
240514-285,Overall Performance Was:,,THE HOME DEPOT 0965,Montville,NJ,2024-05-17 13:13:30,SXX1022,LBR,LI,HOME DEPOT USA,TPatterson,District 1,POSTED,470,-500.26,-30.26,
240501-118,Overall Performance Was:,Excellent,THE HOME DEPOT 2710,DEARBORN HTS,MI,2024-05-17 13:25:28,SXX0021,EBR,HDIBL,HOME DEPOT USA,MCruce,District 7,POSTED,384.63,-496.2,-111.57,
240501-118,Did Contractors Clean Up All Work Areas?,Yes,THE HOME DEPOT 2710,DEARBORN HTS,MI,2024-05-17 13:25:28,SXX0021,EBR,HDIBL,HOME DEPOT USA,MCruce,District 7,POSTED,384.63,-496.2,-111.57,
240501-118,Did Contractors Employees Cooperate with You?,Yes,THE HOME DEPOT 2710,DEARBORN HTS,MI,2024-05-17 13:25:28,SXX0021,EBR,HDIBL,HOME DEPOT USA,MCruce,District 7,POSTED,384.63,-496.2,-111.57,
240501-118,Was Contractors Quality of Work Satisfactory?,Yes,THE HOME DEPOT 2710,DEARBORN HTS,MI,2024-05-17 13:25:28,SXX0021,EBR,HDIBL,HOME DEPOT USA,MCruce,District 7,POSTED,384.63,-496.2,-111.57,
