WorkOrderID,EvalQuestTxt,EvalQuestValTxt,LocationName,City,State,SignDate,JobID,JobCategoryID,ProgramType,CustomerName,PrimaryTechnicianID,DistrictName,WOStatusID,Revenue,Expense,GP
240525-025,Overall Performance Was:,Excellent,Sams Club 6405,YUBA CITY,CA,2024-05-31 01:55:35,SXX1025,LBR,LI,Sams Club,JPerkins,District 12,POSTED,190.75,-411.28,-220.53
240525-025,Was Contractors Quality of Work Satisfactory?,Yes,Sams Club 6405,YUBA CITY,CA,2024-05-31 01:55:35,SXX1025,LBR,LI,Sams Club,JPerkins,District 12,POSTED,190.75,-411.28,-220.53
240521-083,Did Contractors Clean Up All Work Areas?,Yes,Staples 1109,RIVERSIDE,CA,2024-05-31 02:04:18,B240067,ERO,ST011,Staples Facilities Dept,RUCastillo,District 13,POSTED,655,-469.34,185.66
240521-083,Was Contractors Quality of Work Satisfactory?,Yes,Staples 1109,RIVERSIDE,CA,2024-05-31 02:04:18,B240067,ERO,ST011,Staples Facilities Dept,RUCastillo,District 13,POSTED,655,-469.34,185.66
240521-083,Did Contractors Employees Cooperate with You?,Yes,Staples 1109,RIVERSIDE,CA,2024-05-31 02:04:18,B240067,ERO,ST011,Staples Facilities Dept,RUCastillo,District 13,POSTED,655,-469.34,185.66
240521-083,Overall Performance Was:,Excellent,Staples 1109,RIVERSIDE,CA,2024-05-31 02:04:18,B240067,ERO,ST011,Staples Facilities Dept,RUCastillo,District 13,POSTED,655,-469.34,185.66
240331-094,Did Contractors Clean Up All Work Areas?,Yes,THE HOME DEPOT 3409,PORTSMOUTH,NH,2024-05-31 02:11:23,B240023,ERO,HC03,HOME DEPOT USA,RDemers,District 1,RVWBLL,0,-426.87,-426.87
240331-094,Did Contractors Employees Cooperate with You?,Yes,THE HOME DEPOT 3409,PORTSMOUTH,NH,2024-05-31 02:11:23,B240023,ERO,HC03,HOME DEPOT USA,RDemers,District 1,RVWBLL,0,-426.87,-426.87
240331-094,Was Contractors Quality of Work Satisfactory?,Yes,THE HOME DEPOT 3409,PORTSMOUTH,NH,2024-05-31 02:11:23,B240023,ERO,HC03,HOME DEPOT USA,RDemers,District 1,RVWBLL,0,-426.87,-426.87
240331-094,Overall Performance Was:,Excellent,THE HOME DEPOT 3409,PORTSMOUTH,NH,2024-05-31 02:11:23,B240023,ERO,HC03,HOME DEPOT USA,RDemers,District 1,RVWBLL,0,-426.87,-426.87
240524-108,Did Contractors Employees Cooperate with You?,Yes,LOWES 1652,KISSIMMEE,FL,2024-05-31 02:14:01,B240069,ERO,RO265,LOWES COMPANIES,RPerez,District 5,APPROV,0,-384.4,-384.4
240524-108,Did Contractors Clean Up All Work Areas?,Yes,LOWES 1652,KISSIMMEE,FL,2024-05-31 02:14:01,B240069,ERO,RO265,LOWES COMPANIES,RPerez,District 5,APPROV,0,-384.4,-384.4
240524-108,Overall Performance Was:,Excellent,LOWES 1652,KISSIMMEE,FL,2024-05-31 02:14:01,B240069,ERO,RO265,LOWES COMPANIES,RPerez,District 5,APPROV,0,-384.4,-384.4
240524-108,Was Contractors Quality of Work Satisfactory?,Yes,LOWES 1652,KISSIMMEE,FL,2024-05-31 02:14:01,B240069,ERO,RO265,LOWES COMPANIES,RPerez,District 5,APPROV,0,-384.4,-384.4
240530-095,Did Contractors Employees Cooperate with You?,Yes,LOWES 1035,Holmdel,NJ,2024-05-31 02:23:03,SXX0022,EBR,SERVIC,LOWES COMPANIES,AStrutynsk,District 1,POSTED,536.5,-278.69,257.81
240530-095,Did Contractors Clean Up All Work Areas?,Yes,LOWES 1035,Holmdel,NJ,2024-05-31 02:23:03,SXX0022,EBR,SERVIC,LOWES COMPANIES,AStrutynsk,District 1,POSTED,536.5,-278.69,257.81
240530-095,Overall Performance Was:,Excellent,LOWES 1035,Holmdel,NJ,2024-05-31 02:23:03,SXX0022,EBR,SERVIC,LOWES COMPANIES,AStrutynsk,District 1,POSTED,536.5,-278.69,257.81
240530-095,Was Contractors Quality of Work Satisfactory?,Yes,LOWES 1035,Holmdel,NJ,2024-05-31 02:23:03,SXX0022,EBR,SERVIC,LOWES COMPANIES,AStrutynsk,District 1,POSTED,536.5,-278.69,257.81
240524-074,Was Contractors Quality of Work Satisfactory?,Yes,THE HOME DEPOT 6556,BOERNE,TX,2024-05-31 02:25:14,B240054,ERO,HD475,HOME DEPOT USA,JaHernande,District 10,PCA,0,-92.71,-92.71
240524-074,Overall Performance Was:,Excellent,THE HOME DEPOT 6556,BOERNE,TX,2024-05-31 02:25:14,B240054,ERO,HD475,HOME DEPOT USA,JaHernande,District 10,PCA,0,-92.71,-92.71
240524-074,Did Contractors Clean Up All Work Areas?,Yes,THE HOME DEPOT 6556,BOERNE,TX,2024-05-31 02:25:14,B240054,ERO,HD475,HOME DEPOT USA,JaHernande,District 10,PCA,0,-92.71,-92.71
240524-074,Did Contractors Employees Cooperate with You?,Yes,THE HOME DEPOT 6556,BOERNE,TX,2024-05-31 02:25:14,B240054,ERO,HD475,HOME DEPOT USA,JaHernande,District 10,PCA,0,-92.71,-92.71
240417-139,Did Contractors Clean Up All Work Areas?,Yes,THE HOME DEPOT 2404,AUGUSTA,ME,2024-05-31 02:30:18,B240020,ERO,HD467,HOME DEPOT USA,lmurray,Resource 1,RVWBLL,0,-1286.58,-1286.58
240417-139,Did Contractors Employees Cooperate with You?,Yes,THE HOME DEPOT 2404,AUGUSTA,ME,2024-05-31 02:30:18,B240020,ERO,HD467,HOME DEPOT USA,lmurray,Resource 1,RVWBLL,0,-1286.58,-1286.58
240417-139,Overall Performance Was:,Excellent,THE HOME DEPOT 2404,AUGUSTA,ME,2024-05-31 02:30:18,B240020,ERO,HD467,HOME DEPOT USA,lmurray,Resource 1,RVWBLL,0,-1286.58,-1286.58
240417-139,Was Contractors Quality of Work Satisfactory?,Yes,THE HOME DEPOT 2404,AUGUSTA,ME,2024-05-31 02:30:18,B240020,ERO,HD467,HOME DEPOT USA,lmurray,Resource 1,RVWBLL,0,-1286.58,-1286.58
240524-107,Overall Performance Was:,Excellent,LOWES 2363,KISSIMMEE,FL,2024-05-31 02:30:59,B240069,ERO,RO265,LOWES COMPANIES,DCasado,District 5,APPROV,0,-260.43,-260.43
240524-107,Did Contractors Clean Up All Work Areas?,Yes,LOWES 2363,KISSIMMEE,FL,2024-05-31 02:30:59,B240069,ERO,RO265,LOWES COMPANIES,DCasado,District 5,APPROV,0,-260.43,-260.43
240524-107,Was Contractors Quality of Work Satisfactory?,Yes,LOWES 2363,KISSIMMEE,FL,2024-05-31 02:30:59,B240069,ERO,RO265,LOWES COMPANIES,DCasado,District 5,APPROV,0,-260.43,-260.43
230805-877,If NO - Please Specify,Job was canceled,LOWES 3453,PARRISH,FL,2024-01-22 01:09:37,B230076,ERO,RO256,Federated Service Solutions,BLugo,,POSTED,2475,-2487.57,-12.57
240524-107,Did Contractors Employees Cooperate with You?,Yes,LOWES 2363,KISSIMMEE,FL,2024-05-31 02:30:59,B240069,ERO,RO265,LOWES COMPANIES,DCasado,District 5,APPROV,0,-260.43,-260.43
240208-172,Did Contractors Employees Cooperate with You?,Yes,Target 1366,Carmel,IN,2024-05-31 03:12:19,B240004,ERO,TG083,"THOMAS-GRACE CONSTRUCTION, INC",HLopez,,RVWBLL,0,-2410.52,-2410.52
240208-172,Overall Performance Was:,Excellent,Target 1366,Carmel,IN,2024-05-31 03:12:19,B240004,ERO,TG083,"THOMAS-GRACE CONSTRUCTION, INC",HLopez,,RVWBLL,0,-2410.52,-2410.52
240208-172,Was Contractors Quality of Work Satisfactory?,Yes,Target 1366,Carmel,IN,2024-05-31 03:12:19,B240004,ERO,TG083,"THOMAS-GRACE CONSTRUCTION, INC",HLopez,,RVWBLL,0,-2410.52,-2410.52
240208-172,Did Contractors Clean Up All Work Areas?,Yes,Target 1366,Carmel,IN,2024-05-31 03:12:19,B240004,ERO,TG083,"THOMAS-GRACE CONSTRUCTION, INC",HLopez,,RVWBLL,0,-2410.52,-2410.52
240526-080,Was Contractors Quality of Work Satisfactory?,Yes,Dollar General 13697,LOS BANOS,CA,2024-05-31 03:22:52,SXX1025,LBR,LI,DOLLAR GENERAL,AVaughan,District 12,POSTED,416.07,-425.74,-9.67
240526-080,Did Contractors Employees Cooperate with You?,Yes,Dollar General 13697,LOS BANOS,CA,2024-05-31 03:22:52,SXX1025,LBR,LI,DOLLAR GENERAL,AVaughan,District 12,POSTED,416.07,-425.74,-9.67
240526-080,Did Contractors Clean Up All Work Areas?,Yes,Dollar General 13697,LOS BANOS,CA,2024-05-31 03:22:52,SXX1025,LBR,LI,DOLLAR GENERAL,AVaughan,District 12,POSTED,416.07,-425.74,-9.67
240526-080,Overall Performance Was:,Excellent,Dollar General 13697,LOS BANOS,CA,2024-05-31 03:22:52,SXX1025,LBR,LI,DOLLAR GENERAL,AVaughan,District 12,POSTED,416.07,-425.74,-9.67
240320-021,Overall Performance Was:,Good,THE HOME DEPOT 3648,SHALLOTTE,NC,2024-05-31 03:43:46,B240049,ERO,HD471,HOME DEPOT USA,RRogers,District 3,RVWBLL,0,-843.57,-843.57
240320-021,Was Contractors Quality of Work Satisfactory?,Yes,THE HOME DEPOT 3648,SHALLOTTE,NC,2024-05-31 03:43:46,B240049,ERO,HD471,HOME DEPOT USA,RRogers,District 3,RVWBLL,0,-843.57,-843.57
240320-021,Did Contractors Clean Up All Work Areas?,Yes,THE HOME DEPOT 3648,SHALLOTTE,NC,2024-05-31 03:43:46,B240049,ERO,HD471,HOME DEPOT USA,RRogers,District 3,RVWBLL,0,-843.57,-843.57
240320-021,Did Contractors Employees Cooperate with You?,Yes,THE HOME DEPOT 3648,SHALLOTTE,NC,2024-05-31 03:43:46,B240049,ERO,HD471,HOME DEPOT USA,RRogers,District 3,RVWBLL,0,-843.57,-843.57
220607-142,Overall Performance Was:,Excellent,THE HOME DEPOT 4501,WILLISTON,VT,2024-05-31 04:15:48,B220063,ERO,HD429,HOME DEPOT USA,DArroyo,District 1,RVWBLL,0,-1555.12,-1555.12
220607-142,Did Contractors Clean Up All Work Areas?,Yes,THE HOME DEPOT 4501,WILLISTON,VT,2024-05-31 04:15:48,B220063,ERO,HD429,HOME DEPOT USA,DArroyo,District 1,RVWBLL,0,-1555.12,-1555.12
220607-142,Was Contractors Quality of Work Satisfactory?,Yes,THE HOME DEPOT 4501,WILLISTON,VT,2024-05-31 04:15:48,B220063,ERO,HD429,HOME DEPOT USA,DArroyo,District 1,RVWBLL,0,-1555.12,-1555.12
220607-142,Did Contractors Employees Cooperate with You?,Yes,THE HOME DEPOT 4501,WILLISTON,VT,2024-05-31 04:15:48,B220063,ERO,HD429,HOME DEPOT USA,DArroyo,District 1,RVWBLL,0,-1555.12,-1555.12
240521-102,Was Contractors Quality of Work Satisfactory?,Yes,LOWES 356,MONTOURSVILLE,PA,2024-05-31 04:26:31,SXX0022,EBR,SERVIC,LOWES COMPANIES,CHolzmann,District 2,POSTED,1176.03,-650.53,525.5
240521-102,Did Contractors Employees Cooperate with You?,Yes,LOWES 356,MONTOURSVILLE,PA,2024-05-31 04:26:31,SXX0022,EBR,SERVIC,LOWES COMPANIES,CHolzmann,District 2,POSTED,1176.03,-650.53,525.5
240521-102,Overall Performance Was:,Excellent,LOWES 356,MONTOURSVILLE,PA,2024-05-31 04:26:31,SXX0022,EBR,SERVIC,LOWES COMPANIES,CHolzmann,District 2,POSTED,1176.03,-650.53,525.5
240521-102,Did Contractors Clean Up All Work Areas?,Yes,LOWES 356,MONTOURSVILLE,PA,2024-05-31 04:26:31,SXX0022,EBR,SERVIC,LOWES COMPANIES,CHolzmann,District 2,POSTED,1176.03,-650.53,525.5
240426-077,Did Contractors Employees Cooperate with You?,Yes,Acme UMP03835,OCEAN VIEW,NJ,2024-05-31 04:46:04,B240044,ERO,IG001,The InSite Group,AWoltemate,,RVWBLL,0,-799.04,-799.04
240426-077,Overall Performance Was:,Excellent,Acme UMP03835,OCEAN VIEW,NJ,2024-05-31 04:46:04,B240044,ERO,IG001,The InSite Group,AWoltemate,,RVWBLL,0,-799.04,-799.04
240426-077,Was Contractors Quality of Work Satisfactory?,Yes,Acme UMP03835,OCEAN VIEW,NJ,2024-05-31 04:46:04,B240044,ERO,IG001,The InSite Group,AWoltemate,,RVWBLL,0,-799.04,-799.04
240426-077,Did Contractors Clean Up All Work Areas?,Yes,Acme UMP03835,OCEAN VIEW,NJ,2024-05-31 04:46:04,B240044,ERO,IG001,The InSite Group,AWoltemate,,RVWBLL,0,-799.04,-799.04
240521-347,Did Contractors Clean Up All Work Areas?,Yes,THE HOME DEPOT 0357,BATON ROUGE,LA,2024-05-31 05:00:00,B240056,ERO,HD477,HOME DEPOT USA,JLara,District 9,TOBILL,0,-3403.71,-3403.71
240521-347,Overall Performance Was:,Excellent,THE HOME DEPOT 0357,BATON ROUGE,LA,2024-05-31 05:00:00,B240056,ERO,HD477,HOME DEPOT USA,JLara,District 9,TOBILL,0,-3403.71,-3403.71
240521-347,Did Contractors Employees Cooperate with You?,Yes,THE HOME DEPOT 0357,BATON ROUGE,LA,2024-05-31 05:00:00,B240056,ERO,HD477,HOME DEPOT USA,JLara,District 9,TOBILL,0,-3403.71,-3403.71
240521-347,Was Contractors Quality of Work Satisfactory?,Yes,THE HOME DEPOT 0357,BATON ROUGE,LA,2024-05-31 05:00:00,B240056,ERO,HD477,HOME DEPOT USA,JLara,District 9,TOBILL,0,-3403.71,-3403.71
240425-494,Did Contractors Employees Cooperate with You?,Yes,THE HOME DEPOT 0161,DACULA,GA,2024-05-31 05:20:21,B240055,ERO,HD476,HOME DEPOT USA,STSmith,District 4,RVWBLL,0,-2718.07,-2718.07
240425-494,Was Contractors Quality of Work Satisfactory?,Yes,THE HOME DEPOT 0161,DACULA,GA,2024-05-31 05:20:21,B240055,ERO,HD476,HOME DEPOT USA,STSmith,District 4,RVWBLL,0,-2718.07,-2718.07
240425-494,Overall Performance Was:,Excellent,THE HOME DEPOT 0161,DACULA,GA,2024-05-31 05:20:21,B240055,ERO,HD476,HOME DEPOT USA,STSmith,District 4,RVWBLL,0,-2718.07,-2718.07
240425-494,Did Contractors Clean Up All Work Areas?,Yes,THE HOME DEPOT 0161,DACULA,GA,2024-05-31 05:20:21,B240055,ERO,HD476,HOME DEPOT USA,STSmith,District 4,RVWBLL,0,-2718.07,-2718.07
240520-200,Was Contractors Quality of Work Satisfactory?,Yes,THE HOME DEPOT 2782,West Branch,MI,2024-05-31 05:45:31,B240018,ERO,HD465,HOME DEPOT USA,JAGomez,District 7,RVWBLL,0,-329.91,-329.91
240520-200,Overall Performance Was:,Excellent,THE HOME DEPOT 2782,West Branch,MI,2024-05-31 05:45:31,B240018,ERO,HD465,HOME DEPOT USA,JAGomez,District 7,RVWBLL,0,-329.91,-329.91
240520-200,Did Contractors Clean Up All Work Areas?,Yes,THE HOME DEPOT 2782,West Branch,MI,2024-05-31 05:45:31,B240018,ERO,HD465,HOME DEPOT USA,JAGomez,District 7,RVWBLL,0,-329.91,-329.91
240520-200,Did Contractors Employees Cooperate with You?,Yes,THE HOME DEPOT 2782,West Branch,MI,2024-05-31 05:45:31,B240018,ERO,HD465,HOME DEPOT USA,JAGomez,District 7,RVWBLL,0,-329.91,-329.91
240529-089,Did Contractors Employees Cooperate with You?,Yes,LOWES 1127,LANCASTER,PA,2024-05-31 05:50:32,SXX0022,EBR,SERVIC,LOWES COMPANIES,RLeatherbe,District 2,POSTED,736.2,-501.85,234.35
240529-089,Did Contractors Clean Up All Work Areas?,Yes,LOWES 1127,LANCASTER,PA,2024-05-31 05:50:32,SXX0022,EBR,SERVIC,LOWES COMPANIES,RLeatherbe,District 2,POSTED,736.2,-501.85,234.35
240529-089,Was Contractors Quality of Work Satisfactory?,Yes,LOWES 1127,LANCASTER,PA,2024-05-31 05:50:32,SXX0022,EBR,SERVIC,LOWES COMPANIES,RLeatherbe,District 2,POSTED,736.2,-501.85,234.35
240529-089,Overall Performance Was:,Excellent,LOWES 1127,LANCASTER,PA,2024-05-31 05:50:32,SXX0022,EBR,SERVIC,LOWES COMPANIES,RLeatherbe,District 2,POSTED,736.2,-501.85,234.35
240320-023,Overall Performance Was:,Excellent,THE HOME DEPOT 4412,WASHINGTON,UT,2024-05-31 06:48:17,B240049,ERO,HD471,HOME DEPOT USA,TTamayo,District 11,HDRDIS,0,-97,-97
240320-023,Did Contractors Clean Up All Work Areas?,Yes,THE HOME DEPOT 4412,WASHINGTON,UT,2024-05-31 06:48:17,B240049,ERO,HD471,HOME DEPOT USA,TTamayo,District 11,HDRDIS,0,-97,-97
240320-023,Was Contractors Quality of Work Satisfactory?,Yes,THE HOME DEPOT 4412,WASHINGTON,UT,2024-05-31 06:48:17,B240049,ERO,HD471,HOME DEPOT USA,TTamayo,District 11,HDRDIS,0,-97,-97
240320-023,Did Contractors Employees Cooperate with You?,Yes,THE HOME DEPOT 4412,WASHINGTON,UT,2024-05-31 06:48:17,B240049,ERO,HD471,HOME DEPOT USA,TTamayo,District 11,HDRDIS,0,-97,-97
240530-088,Was Contractors Quality of Work Satisfactory?,Yes,THE HOME DEPOT 0928,BLOOMFIELD,NJ,2024-05-31 07:30:43,SXX0022,EBR,SERVIC,HOME DEPOT USA,AStrutynsk,District 1,POSTED,565,-275.47,289.53
240530-088,Overall Performance Was:,Excellent,THE HOME DEPOT 0928,BLOOMFIELD,NJ,2024-05-31 07:30:43,SXX0022,EBR,SERVIC,HOME DEPOT USA,AStrutynsk,District 1,POSTED,565,-275.47,289.53
240530-088,Did Contractors Clean Up All Work Areas?,Yes,THE HOME DEPOT 0928,BLOOMFIELD,NJ,2024-05-31 07:30:43,SXX0022,EBR,SERVIC,HOME DEPOT USA,AStrutynsk,District 1,POSTED,565,-275.47,289.53
240530-088,Did Contractors Employees Cooperate with You?,Yes,THE HOME DEPOT 0928,BLOOMFIELD,NJ,2024-05-31 07:30:43,SXX0022,EBR,SERVIC,HOME DEPOT USA,AStrutynsk,District 1,POSTED,565,-275.47,289.53
240320-020,Did Contractors Employees Cooperate with You?,Yes,THE HOME DEPOT 0370,BATON ROUGE,LA,2024-05-31 07:32:23,B240049,ERO,HD471,HOME DEPOT USA,JAThomas,District 9,RVWBLL,0,-272.07,-272.07
240320-020,Was Contractors Quality of Work Satisfactory?,Yes,THE HOME DEPOT 0370,BATON ROUGE,LA,2024-05-31 07:32:23,B240049,ERO,HD471,HOME DEPOT USA,JAThomas,District 9,RVWBLL,0,-272.07,-272.07
240320-020,Did Contractors Clean Up All Work Areas?,Yes,THE HOME DEPOT 0370,BATON ROUGE,LA,2024-05-31 07:32:23,B240049,ERO,HD471,HOME DEPOT USA,JAThomas,District 9,RVWBLL,0,-272.07,-272.07
240320-020,Overall Performance Was:,Excellent,THE HOME DEPOT 0370,BATON ROUGE,LA,2024-05-31 07:32:23,B240049,ERO,HD471,HOME DEPOT USA,JAThomas,District 9,RVWBLL,0,-272.07,-272.07
240510-164,Was Contractors Quality of Work Satisfactory?,Yes,THE HOME DEPOT 6652,NAPA,CA,2024-05-31 07:51:40,B240056,ERO,HD477,HOME DEPOT USA,JCarvajal,District 12,TOBILL,0,-3889.63,-3889.63
240510-164,Did Contractors Employees Cooperate with You?,Yes,THE HOME DEPOT 6652,NAPA,CA,2024-05-31 07:51:40,B240056,ERO,HD477,HOME DEPOT USA,JCarvajal,District 12,TOBILL,0,-3889.63,-3889.63
240510-164,Did Contractors Clean Up All Work Areas?,Yes,THE HOME DEPOT 6652,NAPA,CA,2024-05-31 07:51:40,B240056,ERO,HD477,HOME DEPOT USA,JCarvajal,District 12,TOBILL,0,-3889.63,-3889.63
240510-164,Overall Performance Was:,Excellent,THE HOME DEPOT 6652,NAPA,CA,2024-05-31 07:51:40,B240056,ERO,HD477,HOME DEPOT USA,JCarvajal,District 12,TOBILL,0,-3889.63,-3889.63
240320-022,Did Contractors Clean Up All Work Areas?,Yes,THE HOME DEPOT 0584,HOUSTON,TX,2024-05-31 08:48:40,B240049,ERO,HD471,HOME DEPOT USA,RRosales,District 10,RVWBLL,0,-367.89,-367.89
240320-022,Overall Performance Was:,Excellent,THE HOME DEPOT 0584,HOUSTON,TX,2024-05-31 08:48:40,B240049,ERO,HD471,HOME DEPOT USA,RRosales,District 10,RVWBLL,0,-367.89,-367.89
240320-022,Did Contractors Employees Cooperate with You?,Yes,THE HOME DEPOT 0584,HOUSTON,TX,2024-05-31 08:48:40,B240049,ERO,HD471,HOME DEPOT USA,RRosales,District 10,RVWBLL,0,-367.89,-367.89
240320-022,Was Contractors Quality of Work Satisfactory?,Yes,THE HOME DEPOT 0584,HOUSTON,TX,2024-05-31 08:48:40,B240049,ERO,HD471,HOME DEPOT USA,RRosales,District 10,RVWBLL,0,-367.89,-367.89
240503-039,Did Contractors Clean Up All Work Areas?,Yes,THE HOME DEPOT 0910,SECAUCUS,NJ,2024-05-31 09:24:20,SXX0022,EBR,SERVIC,HOME DEPOT USA,JFeliciano,District 1,POSTED,6520.45,-3387.57,3132.88
240503-039,Overall Performance Was:,Excellent,THE HOME DEPOT 0910,SECAUCUS,NJ,2024-05-31 09:24:20,SXX0022,EBR,SERVIC,HOME DEPOT USA,JFeliciano,District 1,POSTED,6520.45,-3387.57,3132.88
240503-039,Was Contractors Quality of Work Satisfactory?,Yes,THE HOME DEPOT 0910,SECAUCUS,NJ,2024-05-31 09:24:20,SXX0022,EBR,SERVIC,HOME DEPOT USA,JFeliciano,District 1,POSTED,6520.45,-3387.57,3132.88
240503-039,Did Contractors Employees Cooperate with You?,Yes,THE HOME DEPOT 0910,SECAUCUS,NJ,2024-05-31 09:24:20,SXX0022,EBR,SERVIC,HOME DEPOT USA,JFeliciano,District 1,POSTED,6520.45,-3387.57,3132.88
240528-139,Did Contractors Employees Cooperate with You?,Yes,Publix Super Markets 0519,CUMMING,GA,2024-05-31 10:13:50,SXX1023,LBR,LI,Publix Super Markets,RSSmith,,POSTED,324.46,-20.94,303.52
240528-139,Overall Performance Was:,Excellent,Publix Super Markets 0519,CUMMING,GA,2024-05-31 10:13:50,SXX1023,LBR,LI,Publix Super Markets,RSSmith,,POSTED,324.46,-20.94,303.52
240528-139,Was Contractors Quality of Work Satisfactory?,Yes,Publix Super Markets 0519,CUMMING,GA,2024-05-31 10:13:50,SXX1023,LBR,LI,Publix Super Markets,RSSmith,,POSTED,324.46,-20.94,303.52
240528-139,Did Contractors Clean Up All Work Areas?,Yes,Publix Super Markets 0519,CUMMING,GA,2024-05-31 10:13:50,SXX1023,LBR,LI,Publix Super Markets,RSSmith,,POSTED,324.46,-20.94,303.52
240524-106,Was Contractors Quality of Work Satisfactory?,Yes,LOWES 1161,ORLANDO,FL,2024-05-31 10:30:08,B240069,ERO,RO265,LOWES COMPANIES,AJTorres,District 5,APPROV,0,-319.98,-319.98
240524-106,Did Contractors Clean Up All Work Areas?,Yes,LOWES 1161,ORLANDO,FL,2024-05-31 10:30:08,B240069,ERO,RO265,LOWES COMPANIES,AJTorres,District 5,APPROV,0,-319.98,-319.98
240524-106,Overall Performance Was:,Excellent,LOWES 1161,ORLANDO,FL,2024-05-31 10:30:08,B240069,ERO,RO265,LOWES COMPANIES,AJTorres,District 5,APPROV,0,-319.98,-319.98
240524-106,Did Contractors Employees Cooperate with You?,Yes,LOWES 1161,ORLANDO,FL,2024-05-31 10:30:08,B240069,ERO,RO265,LOWES COMPANIES,AJTorres,District 5,APPROV,0,-319.98,-319.98
240530-082,Was Contractors Quality of Work Satisfactory?,Yes,LOWES 522,HARRISBURG,PA,2024-05-31 10:30:21,SXX0022,EBR,SERVIC,LOWES COMPANIES,SHodge,District 2,POSTED,201.9,-12.75,189.15
240530-082,Did Contractors Employees Cooperate with You?,Yes,LOWES 522,HARRISBURG,PA,2024-05-31 10:30:21,SXX0022,EBR,SERVIC,LOWES COMPANIES,SHodge,District 2,POSTED,201.9,-12.75,189.15
240530-082,Overall Performance Was:,Excellent,LOWES 522,HARRISBURG,PA,2024-05-31 10:30:21,SXX0022,EBR,SERVIC,LOWES COMPANIES,SHodge,District 2,POSTED,201.9,-12.75,189.15
240530-082,Did Contractors Clean Up All Work Areas?,Yes,LOWES 522,HARRISBURG,PA,2024-05-31 10:30:21,SXX0022,EBR,SERVIC,LOWES COMPANIES,SHodge,District 2,POSTED,201.9,-12.75,189.15
240426-154,Did Contractors Clean Up All Work Areas?,Yes,Bank of America NC4-303,HIGH POINT,NC,2024-05-31 10:51:13,HXX1600,LRM,GMRLE,JLL / Bank of America,RBagley,District 3,POSTED,291,-281.64,9.36
240426-154,Was Contractors Quality of Work Satisfactory?,Yes,Bank of America NC4-303,HIGH POINT,NC,2024-05-31 10:51:13,HXX1600,LRM,GMRLE,JLL / Bank of America,RBagley,District 3,POSTED,291,-281.64,9.36
240426-154,Overall Performance Was:,Excellent,Bank of America NC4-303,HIGH POINT,NC,2024-05-31 10:51:13,HXX1600,LRM,GMRLE,JLL / Bank of America,RBagley,District 3,POSTED,291,-281.64,9.36
240426-154,Did Contractors Employees Cooperate with You?,Yes,Bank of America NC4-303,HIGH POINT,NC,2024-05-31 10:51:13,HXX1600,LRM,GMRLE,JLL / Bank of America,RBagley,District 3,POSTED,291,-281.64,9.36
240520-177,Overall Performance Was:,Excellent,THE HOME DEPOT 1916,DOWNERS GROVE,IL,2024-05-31 11:21:55,B240018,ERO,HD465,HOME DEPOT USA,GPritzlaff,District 8,RVWBLL,0,-117.61,-117.61
240426-016,Was Contractors Quality of Work Satisfactory?,Yes,Shaws 2479,DOVER,NH,2024-05-31 11:39:49,B240044,ERO,IG001,The InSite Group,LGreig,,HDRDIS,0,-71.75,-71.75
240426-016,Did Contractors Employees Cooperate with You?,Yes,Shaws 2479,DOVER,NH,2024-05-31 11:39:49,B240044,ERO,IG001,The InSite Group,LGreig,,HDRDIS,0,-71.75,-71.75
240426-016,Did Contractors Clean Up All Work Areas?,Yes,Shaws 2479,DOVER,NH,2024-05-31 11:39:49,B240044,ERO,IG001,The InSite Group,LGreig,,HDRDIS,0,-71.75,-71.75
240426-016,Overall Performance Was:,Excellent,Shaws 2479,DOVER,NH,2024-05-31 11:39:49,B240044,ERO,IG001,The InSite Group,LGreig,,HDRDIS,0,-71.75,-71.75
240529-123,Overall Performance Was:,Excellent,Bank of America NC7-473,CAROLINA BCH,NC,2024-05-31 11:52:47,SXX0023,EBR,SERVIC,JLL / Bank of America,RMitchell,District 3,POSTED,235,0,235
240131-156,If NO - Please Specify,Already completed,Murphy USA 7275,URBANA,IL,2024-02-02 14:55:14,SXX0021,EBR,SERVIC,MURPHY OIL USA,SLavizzo,District 8,POSTED,180,-316.49,-136.49
240529-123,Did Contractors Employees Cooperate with You?,Yes,Bank of America NC7-473,CAROLINA BCH,NC,2024-05-31 11:52:47,SXX0023,EBR,SERVIC,JLL / Bank of America,RMitchell,District 3,POSTED,235,0,235
240529-123,Did Contractors Clean Up All Work Areas?,Yes,Bank of America NC7-473,CAROLINA BCH,NC,2024-05-31 11:52:47,SXX0023,EBR,SERVIC,JLL / Bank of America,RMitchell,District 3,POSTED,235,0,235
240529-123,Was Contractors Quality of Work Satisfactory?,Yes,Bank of America NC7-473,CAROLINA BCH,NC,2024-05-31 11:52:47,SXX0023,EBR,SERVIC,JLL / Bank of America,RMitchell,District 3,POSTED,235,0,235
240530-138,Did Contractors Employees Cooperate with You?,Yes,AMAZON SAT3,SAN ANTONIO,TX,2024-05-31 11:55:17,SXX0024,EBR,S-AMZN,Amazon,ROBJohnson,,PCA,0,0,0
240530-138,Was Contractors Quality of Work Satisfactory?,Yes,AMAZON SAT3,SAN ANTONIO,TX,2024-05-31 11:55:17,SXX0024,EBR,S-AMZN,Amazon,ROBJohnson,,PCA,0,0,0
